0.011122	0.020785	0.049047	0.008514	0.009211	0.003495	0.011709	0.016324	0.029424	0.003632	0.005639	0.028650	0.022401	0.003051	0.011362	0.019341	0.023173	0.015394	0.020026	0.019160	0.002964	0.004261	0.023157	0.056200	0.012196	0.009420	0.005302	0.020095	0.018285	0.007243	0.006323	0.002354	0.004824	0.002646	0.040293	0.005723	0.029738	0.005107	0.011036	0.018600	0.006128	0.018301	0.042562	0.016006	0.009104	0.009433	0.004850	0.006634	0.015686	0.254065	
0.002599	0.006692	0.016101	0.002381	0.002132	0.002450	0.003471	0.003659	0.061384	0.016626	0.004410	0.013684	0.004392	0.065055	0.008382	0.003167	0.016142	0.078862	0.014974	0.004061	0.003689	0.001768	0.007033	0.003171	0.003106	0.031462	0.001759	0.001935	0.004359	0.002243	0.041285	0.002023	0.005487	0.002152	0.004408	0.006123	0.013458	0.002782	0.011999	0.012834	0.002048	0.003167	0.002760	0.003706	0.057978	0.048805	0.003263	0.004643	0.004243	0.375687	
0.002373	0.005872	0.007322	0.003615	0.002811	0.002219	0.002358	0.004326	0.012816	0.002332	0.197008	0.005037	0.004148	0.002798	0.002761	0.007334	0.011135	0.003351	0.022424	0.004372	0.001812	0.001077	0.004818	0.002812	0.005720	0.018423	0.002412	0.002820	0.002572	0.001139	0.002086	0.004382	0.002820	0.001366	0.002947	0.073992	0.013096	0.002177	0.006264	0.005101	0.001522	0.001581	0.002207	0.002652	0.007423	0.004931	0.003616	0.002314	0.003903	0.505604	
0.004168	0.031717	0.016204	0.002651	0.002017	0.002100	0.120451	0.010975	0.012253	0.002828	0.002828	0.027690	0.003366	0.003388	0.049396	0.033386	0.015910	0.002898	0.010533	0.005740	0.002544	0.003503	0.019152	0.003084	0.033246	0.008974	0.003245	0.001797	0.004744	0.004146	0.002198	0.001669	0.008539	0.001768	0.002223	0.004451	0.019914	0.002696	0.011521	0.053964	0.002185	0.004250	0.002895	0.006863	0.015955	0.041005	0.002550	0.099985	0.011439	0.258995	
0.004070	0.009862	0.016999	0.002722	0.088044	0.090171	0.003029	0.005787	0.012425	0.004302	0.002113	0.023409	0.015547	0.002644	0.017118	0.007989	0.009185	0.005074	0.010017	0.020545	0.108044	0.002254	0.009058	0.007029	0.007918	0.008307	0.059882	0.005106	0.017947	0.002604	0.002840	0.001739	0.012249	0.004270	0.004212	0.003326	0.017408	0.049601	0.014580	0.017316	0.004630	0.006222	0.005846	0.002944	0.007292	0.005538	0.059543	0.003863	0.007977	0.189403	
0.004754	0.008005	0.013147	0.005169	0.002075	0.001531	0.001986	0.004328	0.014672	0.003880	0.003048	0.019435	0.003033	0.003225	0.006339	0.003559	0.026703	0.003593	0.019006	0.002828	0.002887	0.001724	0.003276	0.001791	0.002766	0.125684	0.001958	0.002472	0.002308	0.002038	0.002100	0.001873	0.002839	0.001667	0.003103	0.004232	0.112286	0.001961	0.006473	0.005921	0.001699	0.002301	0.001743	0.004253	0.008554	0.009137	0.002066	0.006202	0.012614	0.511756	
0.013724	0.019940	0.024522	0.007253	0.004259	0.004475	0.012479	0.009732	0.020596	0.008273	0.005697	0.010691	0.050141	0.006266	0.012816	0.005087	0.023092	0.030821	0.021904	0.004573	0.004022	0.002268	0.011006	0.026211	0.004525	0.024073	0.003586	0.045089	0.025898	0.002046	0.015742	0.004103	0.010742	0.003457	0.027835	0.007904	0.016168	0.004001	0.018494	0.014134	0.003707	0.002412	0.022553	0.003830	0.028197	0.022753	0.004148	0.005740	0.028346	0.310666	
0.003831	0.036743	0.015121	0.005113	0.053482	0.058151	0.002527	0.005267	0.015481	0.003342	0.003113	0.008852	0.003050	0.003338	0.020479	0.009402	0.011264	0.003416	0.016580	0.014608	0.007567	0.001476	0.022622	0.004498	0.005130	0.009219	0.051109	0.002770	0.022707	0.001956	0.004629	0.003655	0.066131	0.003262	0.002184	0.007254	0.014776	0.130932	0.014341	0.020961	0.003181	0.008463	0.031138	0.002641	0.011336	0.009683	0.003097	0.002783	0.004800	0.232541	
0.028539	0.051272	0.031974	0.004267	0.005923	0.003131	0.004470	0.042123	0.016405	0.008657	0.010197	0.027182	0.005593	0.004709	0.007642	0.015560	0.016053	0.006839	0.021098	0.010928	0.003265	0.003459	0.016128	0.002102	0.005335	0.008866	0.003491	0.005769	0.007576	0.005267	0.008532	0.001879	0.008247	0.002205	0.011269	0.007967	0.030463	0.003181	0.011861	0.033839	0.033287	0.008187	0.003551	0.028847	0.008896	0.004238	0.003341	0.002711	0.034979	0.368698	
0.004466	0.034031	0.029505	0.002892	0.018692	0.003198	0.002611	0.016521	0.011504	0.003643	0.004122	0.047057	0.007629	0.003579	0.014911	0.016427	0.034460	0.003837	0.020504	0.070642	0.005356	0.002200	0.034308	0.005243	0.005568	0.017161	0.005689	0.002141	0.005417	0.001585	0.004815	0.002790	0.007182	0.003234	0.002709	0.005875	0.034458	0.002927	0.010919	0.033933	0.006709	0.002732	0.004514	0.017352	0.007312	0.007988	0.004408	0.006609	0.016365	0.382270	
