0.657143	0.004082	0.004082	0.004082	0.004082	0.004082	0.004082	0.004082	0.004082	0.004082	0.004082	0.085714	0.004082	0.208163	0.004082	
0.002597	0.002597	0.002597	0.106494	0.002597	0.002597	0.002597	0.002597	0.002597	0.859740	0.002597	0.002597	0.002597	0.002597	0.002597	
0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.958209	
0.033150	0.000220	0.000220	0.000220	0.000220	0.000220	0.178046	0.000220	0.000220	0.000220	0.000220	0.000220	0.000220	0.786169	0.000220	
0.981457	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	0.001325	
0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	0.975652	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	
0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.912727	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.040000	
0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.080519	0.002597	0.002597	0.002597	0.002597	0.885714	
0.001709	0.531624	0.070085	0.001709	0.035897	0.035897	0.001709	0.001709	0.001709	0.001709	0.001709	0.001709	0.309402	0.001709	0.001709	
0.899401	0.001198	0.013174	0.001198	0.013174	0.001198	0.001198	0.001198	0.001198	0.013174	0.025150	0.001198	0.013174	0.013174	0.001198	
0.001905	0.059048	0.001905	0.001905	0.001905	0.001905	0.001905	0.001905	0.916190	0.001905	0.001905	0.001905	0.001905	0.001905	0.001905	
0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.960563	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	
0.001307	0.001307	0.001307	0.511111	0.001307	0.001307	0.001307	0.118954	0.001307	0.341176	0.001307	0.001307	0.001307	0.001307	0.014379	
0.001681	0.001681	0.085714	0.489076	0.001681	0.001681	0.001681	0.354622	0.001681	0.001681	0.001681	0.001681	0.001681	0.052101	0.001681	
0.000418	0.000418	0.000418	0.000418	0.004593	0.000418	0.000418	0.000418	0.000418	0.000418	0.000418	0.000418	0.000418	0.004593	0.985804	
0.876364	0.076364	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	
0.258182	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.040000	0.003636	0.003636	0.003636	0.003636	0.185455	0.476364	0.003636	
0.761240	0.001550	0.001550	0.001550	0.001550	0.001550	0.079070	0.001550	0.001550	0.001550	0.001550	0.001550	0.001550	0.141085	0.001550	
0.001942	0.021359	0.001942	0.001942	0.001942	0.001942	0.001942	0.001942	0.001942	0.933981	0.001942	0.001942	0.021359	0.001942	0.001942	
0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.048276	0.048276	0.875862	0.002299	0.002299	0.002299	0.002299	0.002299	
0.007885	0.817921	0.022222	0.000717	0.000717	0.000717	0.000717	0.000717	0.000717	0.000717	0.000717	0.007885	0.136918	0.000717	0.000717	
0.001739	0.001739	0.019130	0.001739	0.001739	0.158261	0.801739	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	0.001739	
0.153964	0.200000	0.000512	0.000512	0.082353	0.000512	0.000512	0.000512	0.425064	0.000512	0.000512	0.000512	0.133504	0.000512	0.000512	
0.002062	0.002062	0.002062	0.002062	0.002062	0.002062	0.105155	0.002062	0.002062	0.558763	0.002062	0.043299	0.002062	0.002062	0.270103	
0.009778	0.000889	0.000889	0.000889	0.000889	0.000889	0.000889	0.000889	0.000889	0.596444	0.000889	0.000889	0.000889	0.000889	0.383111	
0.004082	0.004082	0.004082	0.044898	0.004082	0.004082	0.616327	0.004082	0.004082	0.044898	0.004082	0.004082	0.004082	0.248980	0.004082	
0.001504	0.001504	0.001504	0.001504	0.933835	0.016541	0.001504	0.001504	0.016541	0.001504	0.001504	0.001504	0.016541	0.001504	0.001504	
0.001575	0.001575	0.001575	0.001575	0.001575	0.017323	0.017323	0.001575	0.001575	0.001575	0.001575	0.001575	0.001575	0.946457	0.001575	
0.003636	0.003636	0.003636	0.076364	0.876364	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	0.003636	
0.000905	0.000905	0.064253	0.000905	0.009955	0.000905	0.000905	0.000905	0.000905	0.000905	0.109502	0.552941	0.254299	0.000905	0.000905	
0.000542	0.000542	0.000542	0.000542	0.000542	0.000542	0.000542	0.986992	0.005962	0.000542	0.000542	0.000542	0.000542	0.000542	0.000542	
0.000351	0.000351	0.000351	0.000351	0.000351	0.000351	0.000351	0.285062	0.000351	0.710369	0.000351	0.000351	0.000351	0.000351	0.000351	
0.003077	0.003077	0.003077	0.003077	0.095385	0.156923	0.033846	0.003077	0.003077	0.680000	0.003077	0.003077	0.003077	0.003077	0.003077	
0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.111927	0.001835	0.001835	0.001835	0.864220	
0.003922	0.003922	0.003922	0.003922	0.003922	0.945098	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	
0.001143	0.538286	0.001143	0.001143	0.001143	0.378286	0.001143	0.001143	0.001143	0.069714	0.001143	0.001143	0.001143	0.001143	0.001143	
0.001047	0.001047	0.001047	0.001047	0.032461	0.001047	0.021990	0.001047	0.001047	0.001047	0.001047	0.001047	0.932984	0.001047	0.001047	
0.003279	0.003279	0.003279	0.003279	0.003279	0.003279	0.036066	0.003279	0.003279	0.626230	0.003279	0.003279	0.003279	0.298361	0.003279	
0.036066	0.003279	0.003279	0.101639	0.003279	0.691803	0.003279	0.003279	0.036066	0.003279	0.003279	0.036066	0.003279	0.068852	0.003279	
0.001093	0.001093	0.001093	0.055738	0.001093	0.001093	0.099454	0.110383	0.001093	0.001093	0.001093	0.022951	0.700546	0.001093	0.001093	
0.001835	0.020183	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.919266	0.001835	0.001835	0.038532	0.001835	0.001835	
0.001905	0.001905	0.001905	0.020952	0.001905	0.001905	0.001905	0.935238	0.001905	0.001905	0.001905	0.001905	0.001905	0.020952	0.001905	
0.003390	0.003390	0.003390	0.003390	0.003390	0.003390	0.105085	0.783051	0.003390	0.003390	0.003390	0.003390	0.003390	0.003390	0.071186	
0.005405	0.005405	0.005405	0.113514	0.005405	0.221622	0.113514	0.383784	0.059459	0.005405	0.005405	0.005405	0.059459	0.005405	0.005405	
0.001835	0.001835	0.001835	0.001835	0.001835	0.001835	0.222018	0.001835	0.001835	0.754128	0.001835	0.001835	0.001835	0.001835	0.001835	
0.015385	0.001399	0.001399	0.001399	0.001399	0.001399	0.840559	0.099301	0.001399	0.015385	0.001399	0.001399	0.001399	0.015385	0.001399	
0.002597	0.054545	0.002597	0.911688	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	0.002597	
0.002740	0.002740	0.002740	0.057534	0.002740	0.852055	0.002740	0.002740	0.030137	0.002740	0.002740	0.002740	0.002740	0.002740	0.030137	
0.000743	0.000743	0.000743	0.000743	0.959851	0.000743	0.000743	0.000743	0.023048	0.000743	0.000743	0.008178	0.000743	0.000743	0.000743	
0.000957	0.000957	0.000957	0.000957	0.000957	0.000957	0.661244	0.000957	0.000957	0.000957	0.000957	0.000957	0.000957	0.000957	0.326316	
0.002469	0.002469	0.002469	0.002469	0.002469	0.002469	0.817284	0.002469	0.002469	0.002469	0.002469	0.002469	0.051852	0.027160	0.076543	
0.004444	0.004444	0.004444	0.004444	0.004444	0.937778	0.004444	0.004444	0.004444	0.004444	0.004444	0.004444	0.004444	0.004444	0.004444	
0.347126	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.002299	0.622989	0.002299	
0.002469	0.002469	0.002469	0.002469	0.002469	0.002469	0.002469	0.965432	0.002469	0.002469	0.002469	0.002469	0.002469	0.002469	0.002469	
0.002985	0.002985	0.002985	0.958209	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	0.002985	
0.001399	0.001399	0.001399	0.001399	0.001399	0.029371	0.001399	0.001399	0.001399	0.001399	0.630769	0.001399	0.001399	0.001399	0.323077	
0.002985	0.032836	0.002985	0.002985	0.092537	0.002985	0.002985	0.002985	0.002985	0.540299	0.002985	0.002985	0.002985	0.002985	0.301493	
0.002817	0.002817	0.002817	0.960563	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	0.002817	
0.002817	0.002817	0.087324	0.002817	0.002817	0.002817	0.087324	0.002817	0.002817	0.002817	0.030986	0.002817	0.002817	0.002817	0.763380	
