0.007277	0.003119	0.001040	0.007277	0.005198	0.001040	0.009356	0.003119	0.001040	0.001040	0.050936	0.001040	0.001040	0.001040	0.003119	0.001040	0.005198	0.013514	0.005198	0.003119	0.007277	0.009356	0.003119	0.019751	0.001040	0.005198	0.011435	0.005198	0.003119	0.003119	0.109148	0.007277	0.007277	0.023909	0.007277	0.001040	0.003119	0.001040	0.001040	0.001040	0.003119	0.007277	0.009356	0.003119	0.011435	0.011435	0.001040	0.005198	0.009356	0.005198	0.038462	0.005198	0.001040	0.003119	0.007277	0.001040	0.001040	0.001040	0.003119	0.005198	0.013514	0.001040	0.001040	0.005198	0.001040	0.001040	0.001040	0.001040	0.001040	0.001040	0.003119	0.032225	0.021830	0.009356	0.003119	0.040541	0.025988	0.005198	0.001040	0.015593	0.003119	0.003119	0.001040	0.001040	0.001040	0.001040	0.007277	0.003119	0.015593	0.015593	0.150728	0.005198	0.009356	0.088358	0.001040	0.003119	0.009356	0.005198	0.001040	0.001040	
0.003205	0.001068	0.003205	0.001068	0.035256	0.007479	0.001068	0.009615	0.001068	0.009615	0.005342	0.001068	0.001068	0.001068	0.009615	0.003205	0.001068	0.063034	0.001068	0.001068	0.001068	0.001068	0.001068	0.007479	0.195513	0.001068	0.001068	0.001068	0.001068	0.001068	0.003205	0.001068	0.003205	0.011752	0.001068	0.005342	0.001068	0.001068	0.005342	0.001068	0.005342	0.001068	0.001068	0.001068	0.003205	0.003205	0.001068	0.018162	0.001068	0.052350	0.003205	0.001068	0.039530	0.001068	0.001068	0.001068	0.001068	0.001068	0.001068	0.005342	0.005342	0.001068	0.001068	0.001068	0.001068	0.001068	0.007479	0.001068	0.001068	0.009615	0.048077	0.037393	0.001068	0.001068	0.003205	0.001068	0.001068	0.001068	0.007479	0.001068	0.003205	0.001068	0.001068	0.001068	0.005342	0.003205	0.001068	0.009615	0.001068	0.001068	0.161325	0.001068	0.001068	0.001068	0.028846	0.001068	0.067308	0.005342	0.005342	0.018162	
0.002857	0.002857	0.000952	0.440952	0.023810	0.000952	0.000952	0.000952	0.000952	0.000952	0.000952	0.000952	0.000952	0.006667	0.044762	0.000952	0.000952	0.002857	0.002857	0.000952	0.000952	0.000952	0.000952	0.002857	0.002857	0.000952	0.000952	0.002857	0.000952	0.000952	0.002857	0.004762	0.000952	0.002857	0.000952	0.000952	0.000952	0.000952	0.000952	0.000952	0.000952	0.004762	0.000952	0.014286	0.008571	0.000952	0.000952	0.010476	0.000952	0.000952	0.000952	0.000952	0.000952	0.002857	0.000952	0.002857	0.000952	0.004762	0.002857	0.000952	0.000952	0.002857	0.002857	0.000952	0.000952	0.025714	0.012381	0.002857	0.000952	0.002857	0.000952	0.000952	0.002857	0.006667	0.000952	0.002857	0.000952	0.000952	0.020000	0.000952	0.002857	0.002857	0.000952	0.000952	0.128571	0.012381	0.002857	0.004762	0.000952	0.000952	0.086667	0.000952	0.000952	0.008571	0.000952	0.000952	0.008571	0.004762	0.000952	0.002857	
0.005208	0.001042	0.001042	0.001042	0.023958	0.001042	0.001042	0.001042	0.001042	0.001042	0.001042	0.003125	0.001042	0.001042	0.001042	0.001042	0.005208	0.005208	0.001042	0.005208	0.046875	0.003125	0.105208	0.001042	0.003125	0.001042	0.015625	0.003125	0.001042	0.215625	0.003125	0.001042	0.001042	0.001042	0.005208	0.001042	0.057292	0.001042	0.011458	0.007292	0.001042	0.001042	0.001042	0.001042	0.007292	0.001042	0.001042	0.011458	0.001042	0.001042	0.001042	0.011458	0.001042	0.011458	0.005208	0.001042	0.001042	0.011458	0.001042	0.005208	0.001042	0.001042	0.001042	0.001042	0.001042	0.003125	0.001042	0.001042	0.005208	0.001042	0.001042	0.096875	0.005208	0.023958	0.001042	0.001042	0.001042	0.001042	0.003125	0.019792	0.001042	0.032292	0.001042	0.001042	0.003125	0.003125	0.001042	0.001042	0.094792	0.001042	0.005208	0.001042	0.011458	0.001042	0.001042	0.001042	0.019792	0.001042	0.017708	0.005208	
0.001012	0.001012	0.001012	0.001012	0.001012	0.003036	0.003036	0.001012	0.005061	0.003036	0.001012	0.005061	0.001012	0.001012	0.003036	0.003036	0.001012	0.003036	0.003036	0.009109	0.003036	0.001012	0.003036	0.003036	0.001012	0.003036	0.001012	0.001012	0.011134	0.001012	0.011134	0.254049	0.001012	0.003036	0.001012	0.223684	0.001012	0.001012	0.025304	0.001012	0.007085	0.001012	0.001012	0.015182	0.007085	0.003036	0.007085	0.001012	0.061741	0.003036	0.009109	0.005061	0.001012	0.001012	0.001012	0.005061	0.007085	0.001012	0.001012	0.005061	0.001012	0.005061	0.003036	0.009109	0.003036	0.001012	0.009109	0.001012	0.001012	0.013158	0.001012	0.053644	0.001012	0.007085	0.001012	0.001012	0.001012	0.001012	0.001012	0.001012	0.001012	0.005061	0.001012	0.015182	0.003036	0.001012	0.003036	0.001012	0.001012	0.001012	0.055668	0.011134	0.005061	0.017206	0.001012	0.005061	0.003036	0.001012	0.001012	0.007085	
0.001048	0.001048	0.001048	0.003145	0.001048	0.001048	0.003145	0.001048	0.001048	0.001048	0.003145	0.001048	0.001048	0.001048	0.003145	0.001048	0.003145	0.001048	0.005241	0.005241	0.001048	0.001048	0.005241	0.009434	0.003145	0.003145	0.036688	0.001048	0.003145	0.001048	0.001048	0.001048	0.003145	0.007338	0.005241	0.001048	0.001048	0.001048	0.001048	0.001048	0.003145	0.001048	0.001048	0.001048	0.001048	0.003145	0.007338	0.005241	0.001048	0.001048	0.001048	0.001048	0.001048	0.001048	0.001048	0.001048	0.005241	0.001048	0.003145	0.001048	0.001048	0.001048	0.015723	0.026205	0.005241	0.001048	0.001048	0.011530	0.001048	0.003145	0.001048	0.001048	0.003145	0.005241	0.001048	0.001048	0.001048	0.005241	0.005241	0.001048	0.003145	0.001048	0.001048	0.001048	0.001048	0.001048	0.001048	0.001048	0.376310	0.001048	0.001048	0.001048	0.003145	0.001048	0.001048	0.001048	0.001048	0.338574	0.001048	0.001048	
0.001050	0.007353	0.003151	0.005252	0.005252	0.001050	0.009454	0.003151	0.003151	0.003151	0.001050	0.001050	0.005252	0.005252	0.001050	0.003151	0.005252	0.001050	0.003151	0.017857	0.001050	0.005252	0.001050	0.001050	0.001050	0.001050	0.007353	0.001050	0.001050	0.001050	0.049370	0.005252	0.001050	0.001050	0.013655	0.005252	0.001050	0.001050	0.001050	0.001050	0.005252	0.015756	0.003151	0.003151	0.036765	0.005252	0.001050	0.055672	0.001050	0.017857	0.001050	0.001050	0.009454	0.001050	0.003151	0.003151	0.001050	0.015756	0.007353	0.003151	0.013655	0.009454	0.036765	0.001050	0.011555	0.005252	0.001050	0.001050	0.001050	0.001050	0.013655	0.013655	0.001050	0.001050	0.003151	0.001050	0.005252	0.001050	0.013655	0.001050	0.001050	0.001050	0.011555	0.007353	0.001050	0.001050	0.001050	0.001050	0.061975	0.005252	0.003151	0.009454	0.001050	0.211134	0.001050	0.001050	0.017857	0.001050	0.003151	0.143908	
0.003158	0.013684	0.001053	0.001053	0.007368	0.001053	0.011579	0.003158	0.003158	0.001053	0.001053	0.001053	0.001053	0.005263	0.001053	0.003158	0.003158	0.001053	0.001053	0.003158	0.001053	0.001053	0.001053	0.003158	0.003158	0.005263	0.001053	0.001053	0.001053	0.001053	0.005263	0.236842	0.001053	0.001053	0.001053	0.003158	0.005263	0.013684	0.003158	0.001053	0.036842	0.034737	0.001053	0.001053	0.003158	0.003158	0.003158	0.001053	0.001053	0.001053	0.001053	0.001053	0.001053	0.007368	0.003158	0.001053	0.005263	0.001053	0.005263	0.001053	0.005263	0.003158	0.001053	0.001053	0.038947	0.003158	0.001053	0.003158	0.001053	0.001053	0.003158	0.003158	0.001053	0.001053	0.234737	0.013684	0.003158	0.003158	0.001053	0.001053	0.001053	0.001053	0.011579	0.003158	0.003158	0.001053	0.001053	0.001053	0.005263	0.001053	0.001053	0.001053	0.001053	0.001053	0.001053	0.001053	0.140000	0.001053	0.001053	0.026316	
0.001040	0.003119	0.001040	0.017672	0.007277	0.038462	0.003119	0.001040	0.001040	0.007277	0.015593	0.007277	0.003119	0.001040	0.005198	0.001040	0.005198	0.009356	0.005198	0.003119	0.069647	0.046778	0.001040	0.007277	0.001040	0.009356	0.003119	0.001040	0.005198	0.001040	0.001040	0.005198	0.001040	0.001040	0.001040	0.001040	0.036383	0.001040	0.001040	0.094595	0.009356	0.007277	0.001040	0.001040	0.001040	0.003119	0.003119	0.007277	0.005198	0.001040	0.011435	0.001040	0.003119	0.003119	0.003119	0.001040	0.001040	0.009356	0.001040	0.001040	0.013514	0.009356	0.009356	0.013514	0.001040	0.001040	0.001040	0.001040	0.005198	0.001040	0.003119	0.005198	0.001040	0.003119	0.001040	0.013514	0.011435	0.003119	0.001040	0.011435	0.001040	0.001040	0.003119	0.001040	0.005198	0.003119	0.007277	0.001040	0.211019	0.001040	0.055094	0.001040	0.011435	0.001040	0.003119	0.073805	0.001040	0.003119	0.001040	0.003119	
0.001012	0.001012	0.001012	0.005061	0.001012	0.001012	0.001012	0.001012	0.003036	0.001012	0.001012	0.005061	0.001012	0.003036	0.001012	0.011134	0.007085	0.001012	0.007085	0.001012	0.049595	0.001012	0.003036	0.007085	0.005061	0.003036	0.005061	0.009109	0.001012	0.001012	0.007085	0.003036	0.009109	0.001012	0.011134	0.007085	0.013158	0.001012	0.003036	0.017206	0.009109	0.011134	0.001012	0.005061	0.001012	0.003036	0.001012	0.005061	0.031377	0.001012	0.001012	0.001012	0.001012	0.039474	0.001012	0.001012	0.001012	0.001012	0.001012	0.001012	0.009109	0.001012	0.001012	0.015182	0.003036	0.001012	0.007085	0.009109	0.075911	0.001012	0.003036	0.219636	0.019231	0.011134	0.001012	0.001012	0.007085	0.001012	0.001012	0.003036	0.001012	0.003036	0.003036	0.001012	0.001012	0.003036	0.079960	0.005061	0.130567	0.001012	0.001012	0.001012	0.001012	0.001012	0.001012	0.011134	0.001012	0.027328	0.003036	0.003036	
